synid,class_name,urls,flickr_urls
n11970586,gaillardia,1238,309
n11971248,gazania,1467,1114
n11971406,treasure flower,854,394
n11971783,African daisy,1306,1230
n11971927,Barberton daisy,1302,675
n11972291,desert sunflower,966,390
n11972759,cudweed,1022,179
n11972959,chafeweed,4,0
n11973341,gumweed,1226,230
n11973634,Grindelia robusta,121,23
n11973749,curlycup gumweed,213,26
n11974373,little-head snakeweed,7,0
n11974557,rabbitweed,125,10
n11974888,broomweed,181,11
n11975254,velvet plant,186,30
n11976170,goldenbush,150,27
n11976314,camphor daisy,175,152
n11976511,yellow spiny daisy,134,10
n11976933,hoary golden bush,22,0
n11977303,sneezeweed,1188,222
n11977660,orange sneezeweed,260,40
n11977887,rosilla,83,12
n11978233,sunflower,1536,1351
n11978551,swamp sunflower,607,111
n11978713,common sunflower,1074,609
n11978961,giant sunflower,1183,965
n11979187,showy sunflower,409,35
n11979354,Maximilian's sunflower,229,17
n11979527,prairie sunflower,1125,426
n11979715,Jerusalem artichoke,1098,633
n11979964,Jerusalem artichoke,1225,435
n11980318,strawflower,981,710
n11980682,heliopsis,1205,248
n11981192,strawflower,1035,727
n11981475,hairy golden aster,187,16
n11982115,hawkweed,1278,556
n11982545,rattlesnake weed,21,4
n11982939,alpine coltsfoot,112,11
n11983375,alpine gold,161,33
n11983606,dwarf hulsea,41,1
n11984144,cat's-ear,1017,243
n11984542,inula,1333,204
n11985053,marsh elder,127,10
n11985321,burweed marsh elder,104,5
n11985739,krigia,187,36
n11985903,dwarf dandelion,237,22
n11986511,garden lettuce,1328,780
n11986729,cos lettuce,371,91
n11987126,leaf lettuce,733,392
n11987349,celtuce,114,1
n11987511,prickly lettuce,377,28
n11988132,goldfields,248,155
n11988596,tidytips,1141,467
n11988893,hawkbit,312,76
n11989087,fall dandelion,490,149
n11989393,edelweiss,792,362
n11989869,oxeye daisy,1324,978
n11990167,oxeye daisy,1140,769
n11990313,shasta daisy,1199,745
n11990627,Pyrenees daisy,17,2
n11990920,north island edelweiss,98,21
n11991263,blazing star,1388,543
n11991549,dotted gayfeather,289,49
n11991777,dense blazing star,373,28
n11992479,Texas star,101,40
n11992806,African daisy,1067,929
n11993203,tahoka daisy,149,12
n11993444,sticky aster,113,9
n11993675,Mojave aster,194,74
n11994150,tarweed,233,70
n11995092,sweet false chamomile,1277,498
n11995396,pineapple weed,304,81
n11996251,climbing hempweed,61,6
n11996677,mutisia,192,14
n11997032,rattlesnake root,2,0
n11997160,white lettuce,52,11
n11997969,daisybush,416,214
n11998492,New Zealand daisybush,47,0
n11998888,cotton thistle,1224,304
n11999278,othonna,113,7
n11999656,cascade everlasting,18,1
n12000191,butterweed,329,58
n12001294,American feverfew,263,30
n12001707,cineraria,1181,602
n12001924,florest's cineraria,115,38
n12002428,butterbur,840,262
n12002651,winter heliotrope,68,21
n12002826,sweet coltsfoot,51,6
n12003167,oxtongue,582,165
n12003696,hawkweed,1230,589
n12004120,mouse-ear hawkweed,341,52
n12004547,stevia,582,114
n12004987,rattlesnake root,91,19
n12005656,fleabane,1237,847
n12006306,sheep plant,180,27
n12006766,coneflower,1373,1350
n12006930,Mexican hat,976,478
n12007196,long-head coneflower,1269,401
n12007406,prairie coneflower,654,262
n12007766,Swan River everlasting,135,30
n12008252,coneflower,1447,1290
n12008487,black-eyed Susan,1337,1053
n12008749,cutleaved coneflower,737,130
n12009047,golden glow,380,129
n12009420,lavender cotton,548,106
n12009792,creeping zinnia,247,18
n12010628,golden thistle,21,1
n12010815,Spanish oyster plant,431,53
n12011370,nodding groundsel,177,27
n12011620,dusty miller,1263,521
n12012111,butterweed,1525,682
n12012253,ragwort,65,22
n12012510,arrowleaf groundsel,114,18
n12013035,black salsify,179,17
n12013511,white-topped aster,37,1
n12013701,narrow-leaved white-topped aster,4,0
n12014085,silver sage,775,58
n12014355,sea wormwood,339,17
n12014923,sawwort,129,35
n12015221,rosinweed,834,129
n12015525,milk thistle,1206,442
n12015959,goldenrod,1321,708
n12016434,silverrod,21,0
n12016567,meadow goldenrod,1202,155
n12016777,Missouri goldenrod,244,20
n12016914,alpine goldenrod,206,47
n12017127,grey goldenrod,392,18
n12017326,Blue Mountain tea,303,33
n12017511,dyer's weed,218,15
n12017664,seaside goldenrod,312,35
n12017853,narrow goldenrod,172,13
n12018014,Boott's goldenrod,6,0
n12018100,Elliott's goldenrod,40,15
n12018188,Ohio goldenrod,131,25
n12018271,rough-stemmed goldenrod,72,7
n12018363,showy goldenrod,189,12
n12018447,tall goldenrod,277,40
n12018530,zigzag goldenrod,189,44
n12018760,sow thistle,638,29
n12019035,milkweed,495,99
n12019827,stevia,690,113
n12020184,stokes' aster,1078,277
n12020507,marigold,1283,1022
n12020736,African marigold,1112,386
n12020941,French marigold,1125,446
n12022054,painted daisy,1025,586
n12022382,pyrethrum,223,26
n12022821,northern dune tansy,81,30
n12023108,feverfew,1258,592
n12023407,dusty miller,922,521
n12023726,tansy,1101,630
n12024176,dandelion,184,153
n12024445,common dandelion,1766,1010
n12024690,dandelion green,1498,1482
n12024805,Russian dandelion,155,14
n12025220,stemless hymenoxys,120,15
n12026018,Mexican sunflower,1088,741
n12026476,Easter daisy,801,360
n12026981,yellow salsify,630,268
n12027222,salsify,740,304
n12027658,meadow salsify,768,231
n12028424,scentless camomile,261,55
n12029039,turfing daisy,113,5
n12029635,coltsfoot,1407,993
n12030092,ursinia,205,31
n12030654,crownbeard,271,77
n12030908,wingstem,928,109
n12031139,cowpen daisy,705,151
n12031388,gravelweed,56,2
n12031547,Virginia crownbeard,110,23
n12031927,ironweed,1224,332
n12032429,mule's ears,445,114
n12032686,white-rayed mule's ears,38,3
n12033139,cocklebur,326,29
n12033504,xeranthemum,132,3
n12033709,immortelle,510,100
n12034141,zinnia,1289,1069
n12034384,white zinnia,516,305
n12034594,little golden zinnia,93,9
n12035631,blazing star,456,212
n12035907,bartonia,124,26
n12036067,achene,1,0
n12036226,samara,259,153
n12036939,campanula,1556,1442
n12037499,creeping bellflower,775,187
n12037691,Canterbury bell,1231,554
n12038038,tall bellflower,482,82
n12038208,marsh bellflower,48,2
n12038406,clustered bellflower,1336,336
n12038585,peach bells,1663,477
n12038760,chimney plant,160,10
n12038898,rampion,713,215
n12039317,tussock bellflower,1188,46
n12041446,orchid,1803,1242
n12043444,orchis,1254,1199
n12043673,male orchis,1146,612
n12043836,butterfly orchid,1221,818
n12044041,showy orchis,352,85
n12044467,aerides,927,338
n12044784,angrecum,70,7
n12045157,jewel orchid,73,45
n12045514,puttyroot,4,1
n12045860,arethusa,276,77
n12046028,bog rose,1070,452
n12046428,bletia,705,87
n12046815,Bletilla striata,1174,265
n12047345,brassavola,1043,495
n12047884,spider orchid,870,601
n12048056,spider orchid,1280,603
n12048399,caladenia,1055,569
n12048928,calanthe,398,105
n12049282,grass pink,937,538
n12049562,calypso,1122,867
n12050533,cattleya,1193,1022
n12050959,helleborine,1246,580
n12051103,red helleborine,692,124
n12051514,spreading pogonia,92,23
n12051792,rosebud orchid,89,4
n12052267,satyr orchid,27,0
n12052447,frog orchid,1323,191
n12052787,coelogyne,1453,1063
n12053405,coral root,788,332
n12053690,spotted coral root,542,234
n12053962,striped coral root,345,110
n12054195,early coral root,255,69
n12055073,swan orchid,198,26
n12055516,cymbid,1319,1079
n12056099,cypripedia,5,0
n12056217,lady's slipper,1278,1244
n12056601,moccasin flower,1150,678
n12056758,common lady's-slipper,1361,591
n12056990,ram's-head,276,66
n12057211,yellow lady's slipper,1229,864
n12057447,large yellow lady's slipper,1048,188
n12057660,California lady's slipper,697,65
n12057895,clustered lady's slipper,187,15
n12058192,mountain lady's slipper,587,115
n12058630,marsh orchid,1030,630
n12058822,common spotted orchid,1214,527
n12059314,dendrobium,1160,973
n12059625,disa,720,268
n12060546,phantom orchid,352,138
n12061104,tulip orchid,57,18
n12061380,butterfly orchid,1588,1064
n12061614,butterfly orchid,976,696
n12062105,epidendron,334,42
n12062468,helleborine,946,491
n12062626,Epipactis helleborine,1204,464
n12062781,stream orchid,1088,240
n12063211,tongueflower,79,29
n12063639,rattlesnake plantain,1137,270
n12064389,fragrant orchid,1153,587
n12064591,short-spurred fragrant orchid,915,55
n12065316,fringed orchis,1029,550
n12065649,frog orchid,218,88
n12065777,rein orchid,654,181
n12066018,bog rein orchid,1114,146
n12066261,white fringed orchis,680,142
n12066451,elegant Habenaria,134,6
n12066630,purple-fringed orchid,949,163
n12066821,coastal rein orchid,63,6
n12067029,Hooker's orchid,27,4
n12067193,ragged orchid,1222,115
n12067433,prairie orchid,436,71
n12067672,snowy orchid,129,13
n12067817,round-leaved rein orchid,28,0
n12068138,purple fringeless orchid,294,36
n12068432,purple-fringed orchid,723,166
n12068615,Alaska rein orchid,114,25
n12069009,crested coral root,144,25
n12069217,Texas purple spike,519,45
n12069679,lizard orchid,847,241
n12070016,laelia,1164,851
n12070381,liparis,1249,307
n12070583,twayblade,1213,280
n12070712,fen orchid,1083,95
n12071259,broad-leaved twayblade,67,10
n12071477,lesser twayblade,302,27
n12071744,twayblade,1324,279
n12072210,green adder's mouth,372,34
n12072722,masdevallia,1113,953
n12073217,maxillaria,22,16
n12073554,pansy orchid,961,248
n12073991,odontoglossum,1114,683
n12074408,oncidium,1135,944
n12074867,bee orchid,1281,847
n12075010,fly orchid,1043,360
n12075151,spider orchid,668,492
n12075299,early spider orchid,1516,495
n12075830,Venus' slipper,982,162
n12076223,phaius,923,334
n12076577,moth orchid,1358,1008
n12076852,butterfly plant,553,97
n12077244,rattlesnake orchid,185,71
n12077944,lesser butterfly orchid,1081,201
n12078172,greater butterfly orchid,1090,294
n12078451,prairie white-fringed orchid,172,22
n12078747,tangle orchid,113,9
n12079120,Indian crocus,532,37
n12079523,pleurothallis,267,171
n12079963,pogonia,880,205
n12080395,butterfly orchid,956,700
n12080588,Psychopsis krameriana,177,21
n12080820,Psychopsis papilio,1090,137
n12081215,helmet orchid,577,137
n12081649,foxtail orchid,92,20
n12082131,orange-blossom orchid,243,31
n12083113,sobralia,1112,365
n12083591,ladies' tresses,1006,537
n12083847,screw augur,709,80
n12084158,hooded ladies' tresses,483,77
n12084400,western ladies' tresses,372,33
n12084555,European ladies' tresses,1006,160
n12084890,stanhopea,1212,712
n12085267,stelis,963,397
n12085664,fly orchid,845,357
n12086012,vanda,1272,941
n12086192,blue orchid,938,747
n12086539,vanilla,1262,467
n12086778,vanilla orchid,724,161
n12087961,yam,482,125
n12088223,yam,777,294
n12088327,white yam,66,9
n12088495,cinnamon vine,144,10
n12088909,elephant's-foot,93,2
n12089320,wild yam,106,8
n12089496,cush-cush,19,0
n12089846,black bryony,257,31
n12090890,primrose,1207,1181
n12091213,English primrose,1260,545
n12091377,cowslip,1718,1129
n12091550,oxlip,1112,224
n12091697,Chinese primrose,82,1
n12091953,polyanthus,1290,338
n12092262,pimpernel,1260,730
n12092417,scarlet pimpernel,1311,658
n12092629,bog pimpernel,66,12
n12092930,chaffweed,150,18
n12093329,cyclamen,1449,1041
n12093600,sowbread,1024,99
n12093885,sea milkwort,133,14
n12094244,featherfoil,3,1
n12094401,water gillyflower,199,0
n12094612,water violet,561,158
n12095020,loosestrife,1288,604
n12095281,gooseneck loosestrife,265,134
n12095412,yellow pimpernel,221,19
n12095543,fringed loosestrife,124,21
n12095647,moneywort,919,183
n12095934,swamp candles,138,37
n12096089,whorled loosestrife,200,34
n12096395,water pimpernel,155,30
n12096563,brookweed,15,1
n12096674,brookweed,33,0
n12097396,coralberry,494,23
n12097556,marlberry,1,0
n12098403,plumbago,1371,952
n12098524,leadwort,466,21
n12098827,thrift,43,10
n12099342,sea lavender,858,316
n12100187,barbasco,148,10
n12101870,gramineous plant,509,165
n12102133,grass,1274,945
n12103680,midgrass,7,0
n12103894,shortgrass,316,61
n12104104,sword grass,68,8
n12104238,tallgrass,1076,1046
n12104501,herbage,1213,668
n12104734,goat grass,604,526
n12105125,wheatgrass,661,354
n12105353,crested wheatgrass,148,20
n12105828,bearded wheatgrass,8,0
n12105981,western wheatgrass,244,5
n12106134,intermediate wheatgrass,65,3
n12106323,slender wheatgrass,196,1
n12107002,velvet bent,167,56
n12107191,cloud grass,135,81
n12107710,meadow foxtail,530,84
n12107970,foxtail,720,394
n12108432,broom grass,87,21
n12108613,broom sedge,363,17
n12108871,tall oat grass,1212,119
n12109365,toetoe,588,289
n12109827,oat,187,135
n12110085,cereal oat,553,100
n12110236,wild oat,321,52
n12110352,slender wild oat,168,29
n12110475,wild red oat,12,0
n12110778,brome,954,167
n12111238,chess,6,0
n12111627,field brome,124,2
n12112008,grama,1218,890
n12112337,black grama,105,8
n12112609,buffalo grass,686,226
n12112918,reed grass,1308,712
n12113195,feather reed grass,1020,75
n12113323,Australian reed grass,8,0
n12113657,burgrass,207,11
n12114010,buffel grass,99,2
n12114590,Rhodes grass,147,15
n12115180,pampas grass,1244,600
n12116058,giant star grass,7,0
n12116429,orchard grass,960,223
n12116734,Egyptian grass,170,53
n12117017,crabgrass,360,230
n12117235,smooth crabgrass,156,1
n12117326,large crabgrass,421,20
n12117695,barnyard grass,332,18
n12117912,Japanese millet,82,0
n12118414,yardgrass,268,259
n12118661,finger millet,222,16
n12119099,lyme grass,194,66
n12119238,wild rye,572,32
n12119390,giant ryegrass,340,2
n12119539,sea lyme grass,311,13
n12119717,Canada wild rye,330,18
n12120347,teff,126,19
n12120578,weeping love grass,193,14
n12121033,plume grass,384,148
n12121187,Ravenna grass,244,10
n12121610,fescue,991,329
n12122442,reed meadow grass,81,9
n12122725,velvet grass,561,215
n12122918,creeping soft grass,275,14
n12123648,barleycorn,18,1
n12123741,barley grass,722,199
n12124172,little barley,130,28
n12124627,rye grass,1205,184
n12124818,perennial ryegrass,502,41
n12125001,Italian ryegrass,347,13
n12125183,darnel,90,42
n12125584,nimblewill,126,16
n12126084,cultivated rice,480,119
n12126360,ricegrass,80,57
n12126736,smilo,97,3
n12127460,switch grass,1275,138
n12127575,broomcorn millet,366,71
n12127768,goose grass,959,729
n12128071,dallisgrass,842,37
n12128306,Bahia grass,160,6
n12128490,knotgrass,204,8
n12129134,fountain grass,1271,542
n12129738,reed canary grass,391,29
n12129986,canary grass,211,23
n12130549,timothy,416,148
n12131405,bluegrass,332,228
n12131550,meadowgrass,373,362
n12132092,wood meadowgrass,79,0
n12132956,noble cane,340,174
n12133151,munj,9,0
n12133462,broom beard grass,1277,679
n12133682,bluestem,592,223
n12134025,rye,1125,351
n12134486,bristlegrass,351,45
n12134695,giant foxtail,85,7
n12134836,yellow bristlegrass,179,20
n12135049,green bristlegrass,641,140
n12135576,Siberian millet,19,0
n12135729,German millet,6,0
n12135898,millet,139,63
n12136392,rattan,1377,787
n12136581,malacca,250,3
n12136720,reed,251,202
n12137120,sorghum,898,625
n12137569,grain sorghum,585,105
n12137791,durra,309,131
n12137954,feterita,3,0
n12138110,hegari,25,0
n12138248,kaoliang,133,48
n12138444,milo,104,8
n12138578,shallu,9,0
n12139196,broomcorn,329,91
n12139575,cordgrass,789,93
n12139793,salt reed grass,40,2
n12139921,prairie cordgrass,424,51
n12140511,smut grass,329,103
n12140759,sand dropseed,189,10
n12140903,rush grass,491,130
n12141167,St. Augustine grass,1218,459
n12141385,grain,469,466
n12141495,cereal,19,13
n12142085,wheat,1052,862
n12142357,wheat berry,8,0
n12142450,durum,15,0
n12143065,spelt,81,70
n12143215,emmer,312,12
n12143405,wild wheat,258,61
n12143676,corn,117,109
n12144313,mealie,876,686
n12144580,corn,1327,1030
n12144987,dent corn,397,20
n12145148,flint corn,312,11
n12145477,popcorn,991,527
n12146311,zoysia,891,57
n12146488,Manila grass,149,17
n12146654,Korean lawn grass,486,28
n12147226,bamboo,42,11
n12147835,common bamboo,404,40
n12148757,giant bamboo,797,310
n12150722,umbrella plant,756,141
n12150969,chufa,11,1
n12151170,galingale,239,30
n12151615,nutgrass,861,127
n12152031,sand sedge,186,2
n12152251,cypress sedge,74,5
n12152532,cotton grass,1224,571
n12152722,common cotton grass,918,321
n12153033,hardstem bulrush,33,2
n12153224,wool grass,145,6
n12153580,spike rush,421,23
n12153741,water chestnut,7,1
n12153914,needle spike rush,412,69
n12154114,creeping spike rush,275,28
n12154773,pandanus,1092,648
n12155009,textile screw pine,777,121
n12155583,cattail,26,17
n12155773,cat's-tail,15,5
n12156679,bur reed,386,65
n12156819,grain,213,120
n12157056,kernel,582,535
n12157179,rye,191,86
n12157769,gourd,196,91
n12158031,gourd,1156,853
n12158443,pumpkin,1572,1192
n12158798,squash,40,17
n12159055,summer squash,1374,874
n12159388,yellow squash,907,585
n12159555,marrow,316,113
n12159804,zucchini,184,165
n12159942,cocozelle,244,9
n12160125,cymling,273,10
n12160303,spaghetti squash,893,447
